Close,High,Low,Open
225.0,225.13999938964844,224.85000610351562,224.8699951171875
224.99000549316406,225.02999877929688,224.89999389648438,224.99000549316406
224.77000427246094,225.1699981689453,224.75999450683594,224.99000549316406
224.8300018310547,225.14999389648438,224.8000030517578,224.92999267578125
224.92999267578125,225.0,224.74000549316406,224.77999877929688
224.91000366210938,225.0,224.6999969482422,225.0
224.92999267578125,225.05999755859375,224.8300018310547,224.91000366210938
224.91000366210938,225.05999755859375,224.85000610351562,225.0
224.75999450683594,224.9600067138672,224.6999969482422,224.9600067138672
224.7899932861328,225.0399932861328,224.6999969482422,224.8000030517578
224.67999267578125,224.9199981689453,224.6300048828125,224.8000030517578
224.6999969482422,224.94000244140625,224.6699981689453,224.6999969482422
224.25,224.75,224.25,224.6999969482422
224.33999633789062,224.5,224.16000366210938,224.16000366210938
223.91000366210938,224.33999633789062,223.77999877929688,224.3000030517578
223.75999450683594,223.91000366210938,223.60000610351562,223.7899932861328
223.5,223.77999877929688,223.5,223.72999572753906
223.3300018310547,223.5500030517578,223.25999450683594,223.5
222.9199981689453,223.41000366210938,222.91000366210938,223.3300018310547
223.14999389648438,223.25,222.89999389648438,222.89999389648438
222.74000549316406,223.1999969482422,222.74000549316406,223.1999969482422
222.75999450683594,223.0399932861328,222.69000244140625,222.85000610351562
222.67999267578125,222.8000030517578,222.50999450683594,222.75999450683594
222.63999938964844,222.63999938964844,222.3000030517578,222.50999450683594
222.27000427246094,222.63999938964844,222.2100067138672,222.63999938964844
222.60000610351562,222.6999969482422,222.1199951171875,222.22999572753906
222.58999633789062,222.64999389648438,222.35000610351562,222.64999389648438
222.13999938964844,222.8000030517578,222.05999755859375,222.5800018310547
222.00999450683594,222.25,222.0,222.25
222.41000366210938,222.47999572753906,221.7100067138672,221.97000122070312
221.89999389648438,222.41000366210938,221.8800048828125,222.41000366210938
221.88999938964844,221.89999389648438,221.6300048828125,221.88999938964844
221.69000244140625,222.0,221.64999389648438,221.83999633789062
221.55999755859375,221.72000122070312,221.10000610351562,221.50999450683594
221.25,221.52999877929688,221.0,221.52999877929688
221.7100067138672,221.9600067138672,221.10000610351562,221.25
221.6999969482422,221.75999450683594,221.49000549316406,221.72000122070312
221.85000610351562,221.92999267578125,221.50999450683594,221.6999969482422
221.8000030517578,222.16000366210938,221.75,221.8800048828125
221.8000030517578,222.0800018310547,221.47999572753906,221.8000030517578
221.8300018310547,221.9499969482422,221.50999450683594,221.8000030517578
221.27999877929688,221.8300018310547,221.1699981689453,221.8300018310547
220.5500030517578,221.41000366210938,220.5500030517578,221.32000732421875
220.11000061035156,220.80999755859375,220.0,220.44000244140625
220.52999877929688,220.99000549316406,220.13999938964844,220.14999389648438
220.99000549316406,221.0500030517578,220.57000732421875,220.67999267578125
220.7899932861328,221.0800018310547,220.7100067138672,220.99000549316406
220.27999877929688,220.7899932861328,220.11000061035156,220.7899932861328
219.39999389648438,220.1999969482422,219.36000061035156,220.1999969482422
220.2899932861328,220.2899932861328,218.6699981689453,219.35000610351562
