Close,High,Low,Open
3357.0,3358.89990234375,3357.0,3357.0
3350.800048828125,3357.10009765625,3345.699951171875,3356.699951171875
3352.10009765625,3352.699951171875,3350.0,3350.699951171875
3352.0,3352.300048828125,3350.699951171875,3352.0
3350.0,3352.800048828125,3348.699951171875,3352.800048828125
3344.800048828125,3350.10009765625,3344.800048828125,3350.0
3345.199951171875,3347.199951171875,3344.0,3346.10009765625
3348.0,3348.5,3344.5,3345.199951171875
3348.699951171875,3351.10009765625,3343.89990234375,3347.300048828125
3351.699951171875,3353.0,3345.699951171875,3347.89990234375
3357.0,3357.0,3350.5,3351.39990234375
3359.0,3359.0,3353.39990234375,3357.0
3358.0,3361.39990234375,3357.10009765625,3359.0
3357.10009765625,3360.0,3356.800048828125,3358.0
3354.10009765625,3358.699951171875,3351.800048828125,3358.5
3354.89990234375,3355.89990234375,3352.300048828125,3354.10009765625
3354.199951171875,3356.60009765625,3352.89990234375,3354.89990234375
3358.699951171875,3358.699951171875,3353.10009765625,3355.39990234375
3361.5,3366.0,3358.60009765625,3358.60009765625
3359.39990234375,3361.10009765625,3357.5,3361.10009765625
3358.800048828125,3361.0,3358.0,3359.699951171875
3361.10009765625,3361.89990234375,3358.60009765625,3358.60009765625
3350.0,3361.800048828125,3348.10009765625,3361.199951171875
3345.39990234375,3349.300048828125,3341.10009765625,3349.0
3343.60009765625,3345.89990234375,3340.300048828125,3345.699951171875
3351.800048828125,3352.0,3340.60009765625,3342.300048828125
3347.699951171875,3352.0,3346.89990234375,3351.800048828125
3340.0,3349.60009765625,3337.10009765625,3346.89990234375
3339.800048828125,3342.89990234375,3333.39990234375,3340.0
3341.89990234375,3344.89990234375,3332.699951171875,3339.699951171875
3336.300048828125,3343.10009765625,3336.0,3343.10009765625
3339.0,3339.10009765625,3335.5,3336.60009765625
3337.10009765625,3339.699951171875,3336.300048828125,3339.0
3336.0,3338.199951171875,3335.10009765625,3337.10009765625
3332.199951171875,3337.199951171875,3328.0,3336.0
3335.699951171875,3335.800048828125,3330.0,3330.800048828125
3338.199951171875,3338.89990234375,3333.0,3335.60009765625
3340.699951171875,3342.60009765625,3336.0,3338.300048828125
3339.800048828125,3344.60009765625,3339.10009765625,3340.60009765625
3338.0,3340.800048828125,3336.800048828125,3340.699951171875
3337.89990234375,3339.699951171875,3337.0,3339.300048828125
3332.89990234375,3339.699951171875,3332.89990234375,3338.699951171875
3323.5,3332.800048828125,3318.89990234375,3332.800048828125
3323.199951171875,3328.0,3318.60009765625,3323.60009765625
3319.10009765625,3329.10009765625,3318.199951171875,3323.0
3330.199951171875,3332.60009765625,3319.199951171875,3319.300048828125
3323.800048828125,3330.5,3322.300048828125,3330.5
3322.699951171875,3328.0,3319.10009765625,3324.10009765625
3325.0,3327.0,3322.60009765625,3322.699951171875
3312.0,3327.0,3304.199951171875,3325.0
