Close,High,Low,Open
1282.300048828125,1284.4000244140625,1281.4000244140625,1284.300048828125
1283.0,1283.4000244140625,1281.0,1282.300048828125
1281.5999755859375,1283.0999755859375,1281.0,1283.0
1281.0999755859375,1281.9000244140625,1280.300048828125,1281.5999755859375
1281.199951171875,1282.4000244140625,1280.5,1281.0999755859375
1283.199951171875,1284.5,1281.0,1281.199951171875
1282.0999755859375,1283.800048828125,1282.0999755859375,1283.699951171875
1285.0,1285.5,1282.0,1282.0999755859375
1284.199951171875,1285.0999755859375,1283.5,1285.0999755859375
1283.5999755859375,1284.5,1282.4000244140625,1284.0
1283.5,1284.199951171875,1282.9000244140625,1282.9000244140625
1281.9000244140625,1284.5,1280.5999755859375,1283.5
1281.300048828125,1282.300048828125,1280.9000244140625,1282.300048828125
1282.0,1282.0,1281.0,1281.0999755859375
1281.5999755859375,1282.5,1281.5,1281.5
1280.300048828125,1281.5,1280.0,1281.5
1280.800048828125,1281.9000244140625,1280.4000244140625,1280.800048828125
1280.0999755859375,1281.0,1280.0,1280.9000244140625
1276.5,1280.4000244140625,1276.4000244140625,1280.4000244140625
1276.5,1277.5,1275.800048828125,1277.199951171875
1275.9000244140625,1277.0,1275.5,1276.5999755859375
1274.5999755859375,1277.0,1273.5999755859375,1275.9000244140625
1274.199951171875,1275.0999755859375,1273.199951171875,1275.0999755859375
1272.0,1273.699951171875,1270.5,1273.5999755859375
1267.800048828125,1271.9000244140625,1266.699951171875,1271.9000244140625
1269.300048828125,1270.300048828125,1267.0999755859375,1267.9000244140625
1269.800048828125,1270.0,1269.0,1269.300048828125
1264.5999755859375,1269.699951171875,1264.0,1269.699951171875
1263.300048828125,1264.9000244140625,1262.300048828125,1264.9000244140625
1265.9000244140625,1266.0999755859375,1260.5,1262.5999755859375
1263.199951171875,1266.0,1262.800048828125,1266.0
1261.300048828125,1263.0,1260.0,1263.0
1261.800048828125,1263.0,1260.5999755859375,1261.5
1262.4000244140625,1262.800048828125,1261.0,1261.800048828125
1258.300048828125,1262.0,1258.0,1262.0
1261.5,1262.4000244140625,1257.0,1258.199951171875
1261.800048828125,1262.0,1261.0,1261.5
1264.0,1264.0,1260.5,1261.800048828125
1262.800048828125,1264.4000244140625,1262.0999755859375,1263.4000244140625
1261.0,1263.5,1261.0,1262.5
1260.0,1260.9000244140625,1258.5999755859375,1260.5999755859375
1256.800048828125,1260.699951171875,1256.0,1260.5999755859375
1250.300048828125,1257.5,1250.0,1256.9000244140625
1247.300048828125,1253.199951171875,1247.300048828125,1250.0
1245.699951171875,1250.0,1245.0999755859375,1247.199951171875
1251.800048828125,1251.800048828125,1245.0999755859375,1245.800048828125
1245.800048828125,1251.5,1245.4000244140625,1250.300048828125
1235.699951171875,1245.9000244140625,1235.0999755859375,1245.699951171875
1231.300048828125,1236.0999755859375,1231.0999755859375,1235.5999755859375
1234.5,1234.5,1231.0,1231.800048828125
